CAMIS,DBA,ZIPCODE,CUISINE_DESCRIPTION,INSPECTION_DATE,SCORE,Latitude,Longitude,GRADE
30112340,WENDY'S,11225,Hamburgers,7/20/2021,10,40.66265152,-73.96208137,A
30112340,WENDY'S,11225,Hamburgers,8/5/2021,16,40.66265152,-73.96208137,B
30112340,WENDY'S,11225,Hamburgers,7/13/2022,11,40.66265152,-73.96208137,A
30191841,DJ REYNOLDS PUB AND RESTAURANT,10019,Irish,1/4/2022,12,40.76732571,-73.98431042,A
40356018,RIVIERA CATERERS,11224,American,2/1/2022,7,40.57992037,-73.98209025,A
40356483,WILKEN'S FINE FOOD,11234,Sandwiches,7/30/2021,14,40.62011159,-73.90698949,B
40356483,WILKEN'S FINE FOOD,11234,Sandwiches,1/24/2022,9,40.62011159,-73.90698949,A
40356483,WILKEN'S FINE FOOD,11234,Sandwiches,8/3/2022,21,40.62011159,-73.90698949,B
40356483,WILKEN'S FINE FOOD,11234,Sandwiches,8/19/2022,2,40.62011159,-73.90698949,A
40356731,TASTE THE TROPICS ICE CREAM,11226,Frozen Desserts,8/20/2021,13,40.64079502,-73.94848798,A
40357217,WILD ASIA,10460,American,7/28/2021,10,40.85055596,-73.88245143,A
40359480,1 EAST 66TH STREET KITCHEN,10065,American,5/3/2022,9,40.76854691,-73.96958058,A
40359705,NATHAN'S FAMOUS,11224,Hotdogs,2/10/2022,12,40.57553687,-73.98165226,A
40360045,SEUDA FOODS,11223,Jewish/Kosher,1/5/2022,12,40.60618692,-73.96546645,A
40360076,CARVEL,11218,Frozen Desserts,7/28/2021,2,40.64332972,-73.97818872,A
40360076,CARVEL,11218,Frozen Desserts,5/27/2022,2,40.64332972,-73.97818872,A
40361618,SAL'S DELI,11356,Sandwiches,7/26/2021,12,40.78167384,-73.83941598,A
40361618,SAL'S DELI,11356,Sandwiches,2/1/2022,5,40.78167384,-73.83941598,A
40361998,STEVE CHU'S DELI & GROCERY,11106,Sandwiches,8/11/2021,7,40.76457121,-73.93882546,A
40362264,P & S DELI GROCERY,10025,American,2/8/2022,17,40.79262064,-73.96770962,B
40362264,P & S DELI GROCERY,10025,American,8/16/2022,12,40.79262064,-73.96770962,A
40362274,ANGELIKA FILM CENTER,10012,American,2/14/2022,7,40.72574362,-73.99747811,A
40362432,HO MEI RESTAURANT,11368,Chinese,7/22/2021,8,40.75330591,-73.86429538,A
40362869,SHASHEMENE INT'L RESTAURANT,11203,Caribbean,3/9/2022,8,40.65198322,-73.92457494,A
40363298,CAFE METRO,10018,American,7/29/2021,10,40.75618542,-73.99056473,A
40363298,CAFE METRO,10018,American,8/19/2022,26,40.75618542,-73.99056473,B
40363298,CAFE METRO,10018,American,9/2/2022,2,40.75618542,-73.99056473,A
40363427,BAGELS N BUNS,10314,Sandwiches,8/11/2021,23,40.61026786,-74.14640121,B
40363427,BAGELS N BUNS,10314,Sandwiches,11/29/2021,18,40.61026786,-74.14640121,B
40363427,BAGELS N BUNS,10314,Sandwiches,6/9/2022,12,40.61026786,-74.14640121,A
40363565,HOT BAGELS,11379,Bagels/Pretzels,1/4/2022,12,40.7132078,-73.87410229,A
40363834,CARVEL,10305,Frozen Desserts,8/2/2021,16,40.59855313,-74.07964601,B
40363834,CARVEL,10305,Frozen Desserts,3/2/2022,10,40.59855313,-74.07964601,A
40363834,CARVEL,10305,Frozen Desserts,8/2/2022,7,40.59855313,-74.07964601,A
40363920,NEW GOLDEN BILLION,11212,Chinese,2/16/2022,2,40.66214059,-73.92718021,A
40364220,KOSHER BAGEL HOLE,11230,Jewish/Kosher,8/4/2021,12,40.62511113,-73.96203434,A
40364220,KOSHER BAGEL HOLE,11230,Jewish/Kosher,8/24/2022,13,40.62511113,-73.96203434,A
40364296,HAPPY GARDEN,10458,Chinese,1/3/2022,11,40.86364881,-73.89423962,A
40364305,PHILADELPHIA GRILLE EXPRESS,11209,Pizza,8/9/2021,11,40.61272249,-74.03375177,A
40364335,PETER LUGER STEAKHOUSE,11211,Steakhouse,1/4/2022,7,40.70980672,-73.96200395,A
40364347,METROPOLITAN CLUB,10022,American,4/12/2022,11,40.76479552,-73.97230783,A
40364373,ISLE OF CAPRI RESTURANT,10065,Italian,2/16/2022,10,40.76270774,-73.96574958,A
40364389,OLD TOWN BAR & RESTAURANT,10003,American,7/29/2021,12,40.73759507,-73.98964721,A
40364389,OLD TOWN BAR & RESTAURANT,10003,American,7/20/2022,13,40.73759507,-73.98964721,A
40364439,SEVILLA RESTAURANT,10014,Latin American,8/4/2021,27,40.73490838,-74.00297329,B
40364439,SEVILLA RESTAURANT,10014,Latin American,5/18/2022,19,40.73490838,-74.00297329,B
40364443,CRIMINAL COURT BLDG CAFETERIA,10013,American,7/30/2021,17,40.71607657,-74.0014249,B
40364443,CRIMINAL COURT BLDG CAFETERIA,10013,American,1/13/2022,44,40.71607657,-74.0014249,C
40364443,CRIMINAL COURT BLDG CAFETERIA,10013,American,8/8/2022,22,40.71607657,-74.0014249,B
40364449,GOTTSCHEER HALL,11385,German,4/28/2022,13,40.70664797,-73.90573574,A
40364467,NYAC MAIN DINING ROOM,10019,American,1/11/2022,9,40.76671822,-73.97873659,A
40364518,7B BAR,10009,American,3/9/2022,18,40.72498456,-73.98128265,B
40364518,7B BAR,10009,American,9/28/2022,10,40.72498456,-73.98128265,A
40364572,DONOHUE'S STEAK HOUSE,10065,Steakhouse,2/8/2022,26,40.76551288,-73.96576979,B
40364581,JUNIOR'S,11201,American,11/29/2021,13,40.69020015,-73.9816242,A
40364744,NEW PARK PIZZERIA & RESTAURANT,11414,Pizza,8/5/2021,12,40.6631017,-73.84083793,A
40364956,THE NEW STARLING ATHLETIC CLUB OF THE BRONX,10462,American,5/2/2022,21,40.83061012,-73.84964668,B
40365013,CRYSTAL ROOM,10305,Italian,2/7/2022,13,40.59281418,-74.07067712,A
40365075,MCSORLEY'S OLD ALE HOUSE,10003,Irish,8/4/2021,13,40.728584,-73.98953677,A
40365075,MCSORLEY'S OLD ALE HOUSE,10003,Irish,10/17/2022,22,40.728584,-73.98953677,B
40365120,SOUTH SHORE SWIMMING CLUB,10309,American,7/28/2022,13,40.50806852,-74.22828215,A
40365166,CORNER BISTRO,10014,American,3/31/2022,13,40.73792485,-74.00386112,A
40365226,NOSTRAND DONUT SHOP,11226,Donuts,8/5/2021,14,40.6509759,-73.94957925,B
40365226,NOSTRAND DONUT SHOP,11226,Donuts,12/1/2021,9,40.6509759,-73.94957925,A
40365226,NOSTRAND DONUT SHOP,11226,Donuts,6/24/2022,11,40.6509759,-73.94957925,A
40365239,DORRIAN'S RED HAND RESTAURANT,10028,Irish,1/3/2022,8,40.77640497,-73.95280207,A
40365264,LA GRENOUILLE,10022,French,8/12/2021,13,40.75965816,-73.97597744,A
40365387,ARTURO'S,10012,Italian,2/14/2022,9,40.72723405,-74.00051594,A
40365499,YANKEE TAVERN,10451,American,1/4/2022,12,40.82755786,-73.9251412,A
40365525,DONUT PUB,10011,Donuts,7/20/2021,17,40.73874834,-74.00014434,B
40365525,DONUT PUB,10011,Donuts,8/6/2021,3,40.73874834,-74.00014434,A
40365525,DONUT PUB,10011,Donuts,4/19/2022,31,40.73874834,-74.00014434,C
40365525,DONUT PUB,10011,Donuts,6/23/2022,26,40.73874834,-74.00014434,B
40365546,REBEN LUNCHEONETTE,11211,American,2/2/2022,20,40.70903995,-73.95915129,B
40365546,REBEN LUNCHEONETTE,11211,American,3/1/2022,30,40.70903995,-73.95915129,C
40365577,V & T RESTAURANT,10025,Italian,5/23/2022,8,40.80332942,-73.96361191,A
40365627,JAHN'S RESTAURANT,11372,American,1/4/2022,33,40.74965337,-73.88507357,C
40365627,JAHN'S RESTAURANT,11372,American,2/28/2022,19,40.74965337,-73.88507357,B
40365632,J&V FAMOUS PIZZA,11204,Pizza,8/2/2021,8,40.61995673,-73.98935214,A
40365632,J&V FAMOUS PIZZA,11204,Pizza,8/16/2022,19,40.61995673,-73.98935214,B
40365632,J&V FAMOUS PIZZA,11204,Pizza,8/30/2022,12,40.61995673,-73.98935214,A
40365644,JOE ALLEN RESTAURANT,10036,American,2/9/2022,0,40.7601789,-73.98888203,A
40365644,JOE ALLEN RESTAURANT,10036,American,9/20/2022,12,40.7601789,-73.98888203,A
40365784,GARGIULO'S RESTAURANT,11224,Italian,8/26/2021,18,40.57655533,-73.98258432,B
40365784,GARGIULO'S RESTAURANT,11224,Italian,2/2/2022,10,40.57655533,-73.98258432,A
40365789,PATSY'S ITALIAN RESTAURANT,10019,Italian,2/9/2022,25,40.7656182,-73.98239751,B
40365841,PARKSIDE RESTAURANT,11368,Italian,3/8/2022,9,40.7437251,-73.85623838,A
40365844,LAVELLE'S ADMIRAL'S CLUB,11103,Other,8/31/2022,10,40.75700231,-73.9148,A
40365871,NEARY'S PUB,10022,American,2/1/2022,13,40.75863939,-73.96374832,A
40365882,NEW YORK PIZZA SUPREMA,10001,Pizza,2/8/2022,12,40.75003195,-73.99504099,A
40365904,MEE SUM CAFE,10013,Coffee/Tea,10/13/2021,67,40.71486063,-73.99819997,C
40365904,MEE SUM CAFE,10013,Coffee/Tea,11/24/2021,24,40.71486063,-73.99819997,B
40365904,MEE SUM CAFE,10013,Coffee/Tea,6/27/2022,50,40.71486063,-73.99819997,C
40365904,MEE SUM CAFE,10013,Coffee/Tea,9/30/2022,59,40.71486063,-73.99819997,C
40365942,HOP KEE RESTAURANT,10013,Chinese,8/31/2021,22,40.71436383,-73.99878436,B
40365942,HOP KEE RESTAURANT,10013,Chinese,1/13/2022,11,40.71436383,-73.99878436,A
40365942,HOP KEE RESTAURANT,10013,Chinese,6/1/2022,17,40.71436383,-73.99878436,B
40365942,HOP KEE RESTAURANT,10013,Chinese,9/14/2022,47,40.71436383,-73.99878436,C
40365942,HOP KEE RESTAURANT,10013,Chinese,9/23/2022,0,40.71436383,-73.99878436,A
40365968,NANCY WHISKEY PUB,10013,American,3/8/2022,0,40.72053946,-74.00501092,A
40365968,NANCY WHISKEY PUB,10013,American,9/28/2022,10,40.72053946,-74.00501092,A
40365972,BLARNEY BAR,11435,American,7/29/2021,13,40.70180334,-73.80867561,A
40365972,BLARNEY BAR,11435,American,10/17/2022,9,40.70180334,-73.80867561,A
40366002,MARGHERITA PIZZA,11432,Pizza,11/5/2021,21,40.70466771,-73.79682288,B
40366002,MARGHERITA PIZZA,11432,Pizza,1/28/2022,9,40.70466771,-73.79682288,A
40366054,HEALY'S PUB,11694,American,1/6/2022,12,40.58173375,-73.83028283,A
40366132,DENINO'S PIZZERIA TAVERN,10302,Pizza,7/26/2021,12,40.63002441,-74.14016887,A
40366132,DENINO'S PIZZERIA TAVERN,10302,Pizza,2/28/2022,13,40.63002441,-74.14016887,A
40366154,MICHAEL'S RESTAURANT,11229,Italian,4/7/2022,10,40.60741859,-73.94300363,A
40366222,KILLARNEY ROSE,10005,Irish,7/30/2021,13,40.70533871,-74.00869226,A
40366222,KILLARNEY ROSE,10005,Irish,10/14/2022,25,40.70533871,-74.00869226,B
40366230,DON PEPPE,11420,Italian,3/17/2022,31,40.67025824,-73.82097608,C
40366356,BLARNEY CASTLE,11697,American,8/5/2021,8,40.56077579,-73.9117834,A
40366471,ROLL-N-ROASTER,11235,American,3/10/2022,7,40.58386661,-73.93969006,A
40366473,TIO PEPE,10014,Seafood,7/7/2022,10,40.7320566,-74.00144328,A
40366487,BRENNAN & CARR,11229,American,1/3/2022,2,40.60038588,-73.94189333,A
40366497,THE PUNCH BOWL,10463,American,8/5/2021,13,40.88520606,-73.90057393,A
40366543,JARDIN DE CHINA REST,11368,Chinese,1/19/2022,39,40.7507548,-73.87036048,C
40366543,JARDIN DE CHINA REST,11368,Chinese,3/4/2022,23,40.7507548,-73.87036048,B
40366543,JARDIN DE CHINA REST,11368,Chinese,6/9/2022,60,40.7507548,-73.87036048,C
40366543,JARDIN DE CHINA REST,11368,Chinese,7/20/2022,12,40.7507548,-73.87036048,A
40366574,BLARNEY STONE,10006,Irish,8/4/2021,9,40.70652394,-74.01384656,A
40366574,BLARNEY STONE,10006,Irish,9/13/2022,6,40.70652394,-74.01384656,A
40366586,SHIMONS KOSHER PIZZA,11367,Jewish/Kosher,1/10/2022,23,40.72718118,-73.82209618,B
40366586,SHIMONS KOSHER PIZZA,11367,Jewish/Kosher,1/13/2022,10,40.72718118,-73.82209618,A
40366586,SHIMONS KOSHER PIZZA,11367,Jewish/Kosher,9/29/2022,27,40.72718118,-73.82209618,B
40366652,FASCATI'S PIZZERIA,11201,Pizza,8/3/2021,12,40.69844393,-73.99254562,A
40366661,BABY BO'S CANTINA,10016,Tex-Mex,7/22/2021,16,40.74497913,-73.97574095,B
40366661,BABY BO'S CANTINA,10016,Tex-Mex,2/2/2022,28,40.74497913,-73.97574095,C
40366661,BABY BO'S CANTINA,10016,Tex-Mex,6/2/2022,68,40.74497913,-73.97574095,C
40366661,BABY BO'S CANTINA,10016,Tex-Mex,6/13/2022,27,40.74497913,-73.97574095,B
40366711,LI GRECI'S STAATEN RESTAURANT,10310,American,8/11/2021,18,40.62947594,-74.11233734,B
40366711,LI GRECI'S STAATEN RESTAURANT,10310,American,10/13/2022,22,40.62947594,-74.11233734,B
40366716,SHUN LEE PALACE RESTAURANT,10022,Chinese,3/10/2022,31,40.75937665,-73.96948371,C
40366716,SHUN LEE PALACE RESTAURANT,10022,Chinese,3/29/2022,12,40.75937665,-73.96948371,A
40366742,TAMAQUA,11229,Bottled Beverages,3/22/2022,10,40.59435177,-73.93015661,A
40366812,CARA MIA,11427,Italian,3/10/2022,44,40.73070434,-73.74326695,C
40366812,CARA MIA,11427,Italian,3/14/2022,2,40.73070434,-73.74326695,A
40366879,LA FUSTA RESTAURANT,11373,Latin American,7/20/2021,25,40.7447068,-73.88456967,B
40366879,LA FUSTA RESTAURANT,11373,Latin American,8/11/2021,12,40.7447068,-73.88456967,A
40366928,RICHMOND COUNTY COUNTRY CLUB,10304,American,8/3/2022,13,40.5879359,-74.10407271,A
40366938,LULU'S COFFEE SHOP,10462,Coffee/Tea,7/26/2021,25,40.83170704,-73.85099931,B
40366938,LULU'S COFFEE SHOP,10462,Coffee/Tea,2/3/2022,26,40.83170704,-73.85099931,B
40366961,MITCHELL'S RESTAURANT,11238,Soul Food,3/11/2022,11,40.67885037,-73.96841748,A
40367005,DA VINCI PIZZA,11204,Pizza,8/30/2021,13,40.61897968,-73.99034286,A
40367005,DA VINCI PIZZA,11204,Pizza,8/18/2022,27,40.61897968,-73.99034286,B
40367038,MEXICO LINDO RESTAURANT,10010,Mexican,1/6/2022,23,40.73964407,-73.97961494,B
40367038,MEXICO LINDO RESTAURANT,10010,Mexican,3/2/2022,12,40.73964407,-73.97961494,A
40367161,MARINA DEL REY,10465,American,4/14/2022,8,40.81453855,-73.81505544,A
40367179,TWINS PUB,10001,Irish,7/30/2021,24,40.75305399,-73.99655669,B
40367179,TWINS PUB,10001,Irish,2/28/2022,12,40.75305399,-73.99655669,A
40367189,BROOME STREET BAR,10013,American,7/29/2021,20,40.72311686,-74.00312428,B
40367189,BROOME STREET BAR,10013,American,8/26/2021,9,40.72311686,-74.00312428,A
40367189,BROOME STREET BAR,10013,American,1/13/2022,10,40.72311686,-74.00312428,A
40367232,O'HANLON'S PUB,11105,Irish,7/21/2021,8,40.77494827,-73.9121196,A
40367241,JG MELON RESTAURANT,10021,American,4/5/2022,9,40.7711925,-73.95953182,A
40367338,"TAP ROOM, GRAB & GO",10019,American,2/16/2022,7,40.76671822,-73.97873659,A
40367339,COCKTAIL ROOM (NYAC),10019,American,2/16/2022,0,40.76671822,-73.97873659,A
40367365,THE FLAME DINER,10019,American,7/26/2021,9,40.76843198,-73.98534267,A
40367365,THE FLAME DINER,10019,American,7/6/2022,22,40.76843198,-73.98534267,B
40367365,THE FLAME DINER,10019,American,7/21/2022,8,40.76843198,-73.98534267,A
40367373,JACKSON HOLE,10065,Hamburgers,2/17/2022,13,40.76430997,-73.96345643,A
40367377,ZUM STAMMTISCH,11385,German,1/6/2022,13,40.7018689,-73.88159658,A
40367442,BUDDY'S WONDER BAR,10302,American,5/23/2022,12,40.63675542,-74.13493705,A
40367534,MR BROADWAY KOSHER RESTAURANT,10018,Jewish/Kosher,1/3/2022,13,40.75226286,-73.98745408,A
40367728,MIMIS RESTAURANT & BAR,10022,Italian,9/1/2021,5,40.7562169,-73.96752881,A
40367728,MIMIS RESTAURANT & BAR,10022,Italian,10/18/2022,12,40.7562169,-73.96752881,A
40367749,LENNY'S CLAM BAR,11414,Seafood,7/20/2021,11,40.65555094,-73.83896749,A
40367752,GRIFFIS FACULTY CLUB,10065,American,3/7/2022,13,40.76415611,-73.95528359,A
40367789,DANI PIZZA AND RESTAURANT,11415,Pizza,1/6/2022,12,40.70886695,-73.83043401,A
40367790,MCDONALD'S,11226,Hamburgers,7/22/2021,9,40.64872319,-73.95829825,A
40367790,MCDONALD'S,11226,Hamburgers,9/14/2021,8,40.64872319,-73.95829825,A
40367790,MCDONALD'S,11226,Hamburgers,8/17/2022,18,40.64872319,-73.95829825,B
40367790,MCDONALD'S,11226,Hamburgers,9/21/2022,11,40.64872319,-73.95829825,A
40367841,CAFE FIORELLO,10023,Italian,3/21/2022,12,40.77151115,-73.98215045,A
40367860,L&B SPUMONI GARDENS,11223,Pizza,8/6/2021,10,40.59439352,-73.981359,A
40367870,AMORE PIZZERIA & RESTAURANT,11354,Pizza,8/2/2021,13,40.76965881,-73.83469397,A
40367870,AMORE PIZZERIA & RESTAURANT,11354,Pizza,10/25/2021,7,40.76965881,-73.83469397,A
40367870,AMORE PIZZERIA & RESTAURANT,11354,Pizza,8/23/2022,18,40.76965881,-73.83469397,B
40368018,THE PATIO,10460,American,4/14/2022,9,40.85055596,-73.88245143,A
40368021,ZOO BREWS-BRONX ZOO,10460,American,4/14/2022,2,40.85055596,-73.88245143,A
40368025,THE PECKING ORDER,10460,American,7/29/2021,5,40.85055596,-73.88245143,A
40368034,ROADHOUSE RESTAURANT,10301,Italian,2/15/2022,10,40.61336685,-74.10045673,A
40368157,ELEPHANT & CASTLE,10011,American,8/17/2021,5,40.73631373,-74.0009418,A
40368207,MILL BASIN KOSHER DELI,11234,Jewish/Kosher,8/5/2021,20,40.61531418,-73.91841052,B
40368207,MILL BASIN KOSHER DELI,11234,Jewish/Kosher,3/4/2022,12,40.61531418,-73.91841052,A
40368207,MILL BASIN KOSHER DELI,11234,Jewish/Kosher,8/19/2022,11,40.61531418,-73.91841052,A
40368223,OYSTER BAR,10017,Seafood,2/8/2022,9,40.75251382,-73.97730464,A
40368223,OYSTER BAR,10017,Seafood,9/27/2022,10,40.75251382,-73.97730464,A
40368271,CHERRY TAVERN,10009,Bottled Beverages,2/8/2022,5,40.72599521,-73.9851969,A
40368291,COLONNADE DINER,10306,American,8/30/2021,12,40.58116391,-74.09854329,A
40368291,COLONNADE DINER,10306,American,9/21/2022,19,40.58116391,-74.09854329,B
40368291,COLONNADE DINER,10306,American,10/7/2022,12,40.58116391,-74.09854329,A
40368313,RED FLAME DINER,10036,American,1/10/2022,9,40.7556272,-73.98193815,A
40368318,MAGGIES PLACE,10017,American,1/6/2022,12,40.75615888,-73.97738641,A
40368374,JIMMY'S CORNER,10036,American,2/8/2022,31,40.75661292,-73.984331,C
40368374,JIMMY'S CORNER,10036,American,8/24/2022,0,40.75661292,-73.984331,A
40368526,FROST RESTAURANT,11211,Italian,2/2/2022,2,40.71820359,-73.94353622,A
40368555,IL CORTILE RESTAURANT,10013,Italian,5/23/2022,49,40.71789085,-73.9981061,C
40368581,MARIES CRISIS CAFE,10014,Bottled Beverages,5/4/2022,13,40.73313525,-74.00328712,A
40368632,NEW PARKWAY RESTAURANT,11228,American,7/24/2021,7,40.62019578,-74.00754646,A
40368632,NEW PARKWAY RESTAURANT,11228,American,2/1/2022,9,40.62019578,-74.00754646,A
40368725,CAFE RIAZOR,10011,Spanish,1/5/2022,9,40.74043912,-74.00002526,A
40368763,THE BROOK,10022,American,2/15/2022,2,40.75942659,-73.97154121,A
40368801,MARBELLA RESTAURANT,11361,Latin American,7/22/2021,29,40.76160163,-73.76075972,C
40368801,MARBELLA RESTAURANT,11361,Latin American,2/4/2022,11,40.76160163,-73.76075972,A
40368809,P.J.' S,11366,American,3/10/2022,5,40.72953723,-73.77996922,A
40368824,DOUBLES CLUB,10022,American,3/9/2022,11,40.76453215,-73.97280973,A
40368897,HATSUHANA RESTAURANT,10017,Japanese,3/24/2022,13,40.75689169,-73.9771732,A
40369012,VALENTINO'S PIZZA,11367,Pizza,3/8/2022,14,40.72852873,-73.81507497,B
40369012,VALENTINO'S PIZZA,11367,Pizza,8/31/2022,19,40.72852873,-73.81507497,B
40369016,VIAND COFFEE SHOP,10065,Greek,8/5/2021,31,40.76478949,-73.97013102,C
40369016,VIAND COFFEE SHOP,10065,Greek,2/1/2022,4,40.76478949,-73.97013102,A
40369016,VIAND COFFEE SHOP,10065,Greek,8/30/2022,54,40.76478949,-73.97013102,C
40369016,VIAND COFFEE SHOP,10065,Greek,9/19/2022,8,40.76478949,-73.97013102,A
40369087,BLUE BAY RESTAURANT,10463,American,1/4/2022,13,40.88602891,-73.90987095,A
40369158,JODY'S CLUB,10301,American,7/21/2021,2,40.63100906,-74.10189565,A
40369165,REIF'S TAVERN,10128,American,3/2/2022,27,40.78151114,-73.9485773,B
40369299,SEASHORE RESTAURANT,10464,Seafood,1/13/2022,11,40.85411693,-73.79057359,A
40369299,SEASHORE RESTAURANT,10464,Seafood,5/4/2022,0,40.85411693,-73.79057359,A
40369299,SEASHORE RESTAURANT,10464,Seafood,6/1/2022,12,40.85411693,-73.79057359,A
40369418,CAFFE REGGIO,10012,Italian,8/10/2021,7,40.73020663,-74.00031751,A
40369418,CAFFE REGGIO,10012,Italian,1/24/2022,7,40.73020663,-74.00031751,A
40369418,CAFFE REGGIO,10012,Italian,7/5/2022,10,40.73020663,-74.00031751,A
40369461,CAFE UN DEUX TROIS,10036,French,2/8/2022,28,40.75648387,-73.9839773,C
40369461,CAFE UN DEUX TROIS,10036,French,5/5/2022,28,40.75648387,-73.9839773,C
40369482,ARMANDO'S PIZZA,11239,Pizza,1/20/2022,11,40.64798374,-73.88192681,A
40369521,KNICKERBOCKER BAR & GRILL,10003,American,8/24/2022,11,40.73196864,-73.99445059,A
40369608,THE RIVER CAFE,11201,American,7/22/2021,7,40.70295918,-73.99433761,A
40369619,MUDVILLE SALOON,10007,American,7/23/2021,10,40.71529947,-74.00879097,A
40369641,JOHNNY'S REEF RESTAURANT,10464,Seafood,3/23/2022,9,40.83766442,-73.78289894,A
40369667,WHITE CASTLE,11213,Hamburgers,7/29/2021,9,40.6634914,-73.93226465,A
40369667,WHITE CASTLE,11213,Hamburgers,11/30/2021,9,40.6634914,-73.93226465,A
40369667,WHITE CASTLE,11213,Hamburgers,8/8/2022,7,40.6634914,-73.93226465,A
40369669,WHITE CASTLE,10467,Hamburgers,7/29/2021,5,40.86562407,-73.86225393,A
40369669,WHITE CASTLE,10467,Hamburgers,10/3/2022,9,40.86562407,-73.86225393,A
40369675,WHITE CASTLE,11104,Hamburgers,7/19/2021,11,40.74345059,-73.92132771,A
40369675,WHITE CASTLE,11104,Hamburgers,7/13/2022,0,40.74345059,-73.92132771,A
40369675,WHITE CASTLE,11104,Hamburgers,8/29/2022,4,40.74345059,-73.92132771,A
40369716,FERDINANDO'S RESTAURANT,11231,Italian,7/23/2021,7,40.68412467,-74.0020624,A
40369716,FERDINANDO'S RESTAURANT,11231,Italian,9/13/2022,13,40.68412467,-74.0020624,A
40369782,MCDONALD'S,11203,Hamburgers,7/19/2021,10,40.6561812,-73.93084489,A
40369782,MCDONALD'S,11203,Hamburgers,7/12/2022,7,40.6561812,-73.93084489,A
40369849,GINO'S PIZZERIA,11364,Pizza,2/10/2022,7,40.7487857,-73.75656159,A
40369878,VILLA MOSCONI RESTAURANT,10012,Italian,8/3/2021,23,40.7285378,-74.00173184,B
40369878,VILLA MOSCONI RESTAURANT,10012,Italian,3/1/2022,13,40.7285378,-74.00173184,A
40369940,THE NEW AMITY RESTAURANT,10028,American,8/13/2021,13,40.77974519,-73.95963131,A
40369958,SPARKS STEAK HOUSE,10017,Steakhouse,2/8/2022,7,40.75309731,-73.97209616,A
40369983,THE DART SPORTS BAR,11432,American,3/9/2022,12,40.71527033,-73.80769891,A
40370015,BAMONTE'S RESTAURANT,11211,Italian,3/31/2022,7,40.71671133,-73.95148452,A
40370150,JOHN MULLIGAN'S FIRESIDE PUB,10470,American,3/10/2022,10,40.89778438,-73.86721861,A
40370167,BURGER KING,11361,Hamburgers,8/9/2021,2,40.76185912,-73.75919934,A
40370168,EAR INN,10013,American,7/23/2021,12,40.72599304,-74.00930109,A
40370168,EAR INN,10013,American,9/28/2022,22,40.72599304,-74.00930109,B
40370238,BURGER KING,11377,Hamburgers,7/19/2021,5,40.75425192,-73.89781765,A
40370238,BURGER KING,11377,Hamburgers,7/6/2022,37,40.75425192,-73.89781765,C
40370238,BURGER KING,11377,Hamburgers,7/25/2022,50,40.75425192,-73.89781765,C
40370238,BURGER KING,11377,Hamburgers,8/2/2022,15,40.75425192,-73.89781765,B
40370436,ROSSINI'S,10016,Italian,1/3/2022,12,40.74934943,-73.97894066,A
40370463,THREE GUY'S RESTAURANT,10021,American,8/9/2021,22,40.77397438,-73.96384104,B
40370463,THREE GUY'S RESTAURANT,10021,American,1/26/2022,13,40.77397438,-73.96384104,A
40370507,THE PLAYERS,10003,American,2/8/2022,26,40.7377759,-73.98648252,B
40370766,SMITH & WOLLENSKY,10017,American,2/8/2022,13,40.75505127,-73.97087534,A
40370781,MCDONALD'S,11357,Hamburgers,1/4/2022,9,40.78061912,-73.80203901,A
40371684,LIBERMAN'S LUNCHEONETTE,11204,Jewish/Kosher,3/10/2022,7,40.63150355,-73.98500899,A
40371718,ZAFI'S LUNCHEONETTE,10002,American,7/23/2021,5,40.71473855,-73.98260579,A
40371718,ZAFI'S LUNCHEONETTE,10002,American,7/13/2022,4,40.71473855,-73.98260579,A
40371727,LA PALINA RESTAURANT,11204,Italian,8/11/2021,33,40.61077672,-73.97886929,C
40371727,LA PALINA RESTAURANT,11204,Italian,12/22/2021,50,40.61077672,-73.97886929,C
40371805,TY'S,10014,Bottled Beverages,8/4/2021,7,40.73319281,-74.00547734,A
40371906,MARINER INN,11234,American,7/23/2021,10,40.60933941,-73.93197766,A
40371988,NORTH SHORE DINER,11358,American,2/18/2022,36,40.75784728,-73.78456423,C
40371988,NORTH SHORE DINER,11358,American,9/6/2022,11,40.75784728,-73.78456423,A
40372112,GREEN HOUSE CAFE,11209,American,8/3/2021,8,40.62982119,-74.02845014,A
40372196,MCDONALD'S,10465,Hamburgers,8/9/2021,8,40.82757806,-73.82327208,A
40372262,LA RIPAILLE RESTAURANT,10014,French,9/13/2022,24,40.73735386,-74.00574111,B
40372357,MARINA CAFE,10308,Italian,2/7/2022,31,40.54430093,-74.14090586,C
40372417,DON FILIPPO RESTAURANT,10075,Italian,3/10/2022,15,40.77464251,-73.95910728,B
40372422,BURGER KING,11374,Hamburgers,8/24/2021,2,40.73177314,-73.86656565,A
40372426,DAZIES RESTAURANT,11104,Italian,2/24/2022,44,40.74388391,-73.92488913,C
40372445,OMONIA CAFE,11106,Greek,1/10/2022,22,40.76147748,-73.92436023,B
40372445,OMONIA CAFE,11106,Greek,2/28/2022,22,40.76147748,-73.92436023,B
40372466,"MURALS ON 54, RANDOLPH'S",10019,American,3/18/2022,13,40.76186522,-73.97733032,A
40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,11229,American,8/3/2021,9,40.59810167,-73.9310133,A
40372596,TROPICAL HOUSE BAKING CO.,11213,Bakery Products/Desserts,2/2/2022,17,40.66943476,-73.93383029,B
